name,DeviceProfile,new_reading,last_reading,country,latitude,longitude,battery,leakage,RSSI,pulseCounter,temperature,token,sensorType,sensorSize,valvePosition
WM-MDE-LCA3044,Water Meter,0.001,0.005,Colombia,6.055749,-75.408049,202.99,FALSE,-50,0.001,19.7,GJWF$BUOG@ZDMU9,End User,1/2 inch,open
WM-MDE-LCA3045,Water Meter,0.001,0.005,Colombia,6.055938,-75.40786,203.99,FALSE,-50,0.001,19.7,BYPY$PURZ@ERCC1,End User,1/2 inch,open
WM-MDE-LCA3046,Water Meter,0.001,0.005,Colombia,6.056127,-75.407671,204.99,FALSE,-50,0.001,19.7,XINY$JHGP@TGPH3,End User,1/2 inch,open
WM-MDE-LCA3047,Water Meter,0.001,0.005,Colombia,6.056316,-75.407482,205.99,FALSE,-50,0.001,19.7,SSHL$QMQM@JSHF2,End User,1/2 inch,open
WM-MDE-LCA3048,Water Meter,0.001,0.005,Colombia,6.056505,-75.407293,206.99,FALSE,-50,0.001,19.7,TCDK$CRWU@PEVV1,End User,1/2 inch,open
WM-MDE-LCA3049,Water Meter,0.001,0.005,Colombia,6.056694,-75.407104,207.99,FALSE,-50,0.001,19.7,CPSS$QWZV@DURT6,End User,1/2 inch,open
WM-MDE-LCA3050,Water Meter,0.001,0.005,Colombia,6.056883,-75.406915,208.99,FALSE,-50,0.001,19.7,YKWG$ASSX@VWUW4,End User,1/2 inch,open
WM-MDE-LCA3051,Water Meter,0.001,0.005,Colombia,6.057072,-75.406726,209.99,FALSE,-50,0.001,19.7,LSDI$BJYD@LAHD2,End User,1/2 inch,open
WM-MDE-LCA3052,Water Meter,0.001,0.005,Colombia,6.057261,-75.406537,210.99,FALSE,-50,0.001,19.7,LXJB$ONYB@NXOO6,End User,1/2 inch,open
WM-MDE-LCA3053,Water Meter,0.001,0.005,Colombia,6.05745,-75.406348,211.99,FALSE,-50,0.001,19.7,PYZO$OAOB@VBJS2,End User,1/2 inch,open
WM-MDE-LCA3054,Water Meter,0.001,0.005,Colombia,6.057639,-75.406159,212.99,FALSE,-50,0.001,19.7,LISE$SGBY@JRQB3,End User,1/2 inch,open
WM-MDE-LCA3055,Water Meter,0.001,0.005,Colombia,6.057828,-75.40597,213.99,FALSE,-50,0.001,19.7,MMKJ$DFZT@QHAC7,End User,1/2 inch,open
WM-MDE-LCA3056,Water Meter,0.001,0.005,Colombia,6.058017,-75.405781,214.99,FALSE,-50,0.001,19.7,XPBM$SIHA@MOUQ1,End User,1/2 inch,open
WM-MDE-LCA3057,Water Meter,0.001,0.005,Colombia,6.058206,-75.405592,215.99,FALSE,-50,0.001,19.7,PUUU$TDHO@TZFE1,End User,1/2 inch,open
WM-MDE-LCA3058,Water Meter,0.001,0.005,Colombia,6.058395,-75.405403,216.99,FALSE,-50,0.001,19.7,RZPG$TIPA@XLEB8,End User,1/2 inch,open
WM-MDE-LCA3059,Water Meter,0.001,0.005,Colombia,6.058584,-75.405214,217.99,FALSE,-50,0.001,19.7,QYKQ$UKYK@TEMZ1,End User,1/2 inch,open
WM-MDE-LCA3060,Water Meter,0.001,0.005,Colombia,6.058773,-75.405025,218.99,FALSE,-50,0.001,19.7,VNFA$ABJB@EDFV8,End User,1/2 inch,open
WM-MDE-LCA3061,Water Meter,0.001,0.005,Colombia,6.058962,-75.404836,219.99,FALSE,-50,0.001,19.7,IOHC$OCHF@AWTZ7,End User,1/2 inch,open
WM-MDE-LCA3062,Water Meter,0.001,0.005,Colombia,6.059151,-75.404647,220.99,FALSE,-50,0.001,19.7,OTMF$NSTF@HCUG5,End User,1/2 inch,open
WM-MDE-LCA3063,Water Meter,0.001,0.005,Colombia,6.05934,-75.404458,221.99,FALSE,-50,0.001,19.7,BZCE$QDHN@OUGA1,End User,1/2 inch,open
WM-MDE-LCA3064,Water Meter,0.001,0.005,Colombia,6.059529,-75.404269,222.99,FALSE,-50,0.001,19.7,DJMI$UYMP@WZHP8,End User,1/2 inch,open
WM-MDE-LCA3065,Water Meter,0.001,0.005,Colombia,6.059718,-75.40408,223.99,FALSE,-50,0.001,19.7,FASP$TZIN@BLWY1,End User,1/2 inch,open
WM-MDE-LCA3066,Water Meter,0.001,0.005,Colombia,6.059907,-75.403891,224.99,FALSE,-50,0.001,19.7,NCJW$JMSS@OPAF0,End User,1/2 inch,open
WM-MDE-LCA3067,Water Meter,0.001,0.005,Colombia,6.060096,-75.403702,225.99,FALSE,-50,0.001,19.7,YXOM$MSYQ@RUBE9,End User,1/2 inch,open
WM-MDE-LCA3068,Water Meter,0.001,0.005,Colombia,6.060285,-75.403513,226.99,FALSE,-50,0.001,19.7,IWHF$BTUQ@OXUW2,End User,1/2 inch,open
WM-MDE-LCA3069,Water Meter,0.001,0.005,Colombia,6.060474,-75.403324,227.99,FALSE,-50,0.001,19.7,LSCW$FQMD@KWQR4,End User,1/2 inch,open
WM-MDE-LCA3070,Water Meter,0.001,0.005,Colombia,6.060663,-75.403135,228.99,FALSE,-50,0.001,19.7,RGXO$HCLF@TLZY2,End User,1/2 inch,open
WM-MDE-LCA3071,Water Meter,0.001,0.005,Colombia,6.060852,-75.402946,229.99,FALSE,-50,0.001,19.7,EOJB$PGEQ@FQQX3,End User,1/2 inch,open
WM-MDE-LCA3072,Water Meter,0.001,0.005,Colombia,6.061041,-75.402757,230.99,FALSE,-50,0.001,19.7,AVSY$FAWX@MQAB4,End User,1/2 inch,open
WM-MDE-LCA3073,Water Meter,0.001,0.005,Colombia,6.06123,-75.402568,231.99,FALSE,-50,0.001,19.7,MMRA$VWQJ@ZHCV5,End User,1/2 inch,open
WM-MDE-LCA3074,Water Meter,0.001,0.005,Colombia,6.061419,-75.402379,232.99,FALSE,-50,0.001,19.7,UQVG$OSOQ@FMFH2,End User,1/2 inch,open
WM-MDE-LCA3075,Water Meter,0.001,0.005,Colombia,6.061608,-75.40219,233.99,FALSE,-50,0.001,19.7,BLIC$EEHA@SKMA5,End User,1/2 inch,open
WM-MDE-LCA3076,Water Meter,0.001,0.005,Colombia,6.061797,-75.402001,234.99,FALSE,-50,0.001,19.7,OAEJ$PFHS@KXKC1,End User,1/2 inch,open
WM-MDE-LCA3077,Water Meter,0.001,0.005,Colombia,6.061986,-75.401812,235.99,FALSE,-50,0.001,19.7,RZIK$ZIMN@BKJD7,End User,1/2 inch,open
WM-MDE-LCA3078,Water Meter,0.001,0.005,Colombia,6.062175,-75.401623,236.99,FALSE,-50,0.001,19.7,QYHY$NQJA@FPIC3,End User,1/2 inch,open
WM-MDE-LCA3079,Water Meter,0.001,0.005,Colombia,6.062364,-75.401434,237.99,FALSE,-50,0.001,19.7,XYFL$PTVG@ODCA3,End User,1/2 inch,open
WM-MDE-LCA3080,Water Meter,0.001,0.005,Colombia,6.062553,-75.401245,238.99,FALSE,-50,0.001,19.7,EJPG$JFMF@LFAX6,End User,1/2 inch,open
WM-MDE-LCA3081,Water Meter,0.001,0.005,Colombia,6.062742,-75.401056,239.99,FALSE,-50,0.001,19.7,UGMD$OPPR@UVLQ6,End User,1/2 inch,open
WM-MDE-LCA3082,Water Meter,0.001,0.005,Colombia,6.062931,-75.400867,240.99,FALSE,-50,0.001,19.7,BBRQ$OBVG@QFCG7,End User,1/2 inch,open
WM-MDE-LCA3083,Water Meter,0.001,0.005,Colombia,6.06312,-75.400678,241.99,FALSE,-50,0.001,19.7,ROWH$HPCZ@XPEZ3,End User,1/2 inch,open
WM-MDE-LCA3084,Water Meter,0.001,0.005,Colombia,6.063309,-75.400489,242.99,FALSE,-50,0.001,19.7,VSOU$JQAC@DCHV0,End User,1/2 inch,open
WM-MDE-LCA3085,Water Meter,0.001,0.005,Colombia,6.063498,-75.4003,243.99,FALSE,-50,0.001,19.7,YJTO$MKAJ@HJZC3,End User,1/2 inch,open
WM-MDE-LCA3086,Water Meter,0.001,0.005,Colombia,6.063687,-75.400111,244.99,FALSE,-50,0.001,19.7,FFLZ$XAWQ@CDLW1,End User,1/2 inch,open
WM-MDE-LCA3087,Water Meter,0.001,0.005,Colombia,6.063876,-75.399922,245.99,FALSE,-50,0.001,19.7,AMAV$FFMB@OIKD3,End User,1/2 inch,open
WM-MDE-LCA3088,Water Meter,0.001,0.005,Colombia,6.064065,-75.399733,246.99,FALSE,-50,0.001,19.7,MAFU$KTOO@MNAP4,End User,1/2 inch,open
WM-MDE-LCA3089,Water Meter,0.001,0.005,Colombia,6.064254,-75.399544,247.99,FALSE,-50,0.001,19.7,TDVO$UQOW@KKSX1,End User,1/2 inch,open
WM-MDE-LCA3090,Water Meter,0.001,0.005,Colombia,6.064443,-75.399355,248.99,FALSE,-50,0.001,19.7,MEDW$OATZ@PIMY3,End User,1/2 inch,open
WM-MDE-LCA3091,Water Meter,0.001,0.005,Colombia,6.064632,-75.399166,249.99,FALSE,-50,0.001,19.7,KXOP$RDFR@OCHV6,End User,1/2 inch,open
WM-MDE-LCA3092,Water Meter,0.001,0.005,Colombia,6.064821,-75.398977,250.99,FALSE,-50,0.001,19.7,ZBAI$KTRK@ZTMR2,End User,1/2 inch,open
WM-MDE-LCA3093,Water Meter,0.001,0.005,Colombia,6.06501,-75.398788,251.99,FALSE,-50,0.001,19.7,KFIV$LKPG@MDKI4,End User,1/2 inch,open
WM-MDE-LCA3094,Water Meter,0.001,0.005,Colombia,6.065199,-75.398599,252.99,FALSE,-50,0.001,19.7,NDAQ$HDUX@YGFI0,End User,1/2 inch,open
WM-MDE-LCA3095,Water Meter,0.001,0.005,Colombia,6.065388,-75.39841,253.99,FALSE,-50,0.001,19.7,AXVB$IECJ@UMIU6,End User,1/2 inch,open
WM-MDE-LCA3096,Water Meter,0.001,0.005,Colombia,6.065577,-75.398221,254.99,FALSE,-50,0.001,19.7,EXCR$RRCH@JZPZ8,End User,1/2 inch,open
WM-MDE-LCA3097,Water Meter,0.001,0.005,Colombia,6.065766,-75.398032,255.99,FALSE,-50,0.001,19.7,LYNC$MTOD@LRHL1,End User,1/2 inch,open
WM-MDE-LCA3098,Water Meter,0.001,0.005,Colombia,6.065955,-75.397843,256.99,FALSE,-50,0.001,19.7,JYHX$YAGT@SGVU2,End User,1/2 inch,open
WM-MDE-LCA3099,Water Meter,0.001,0.005,Colombia,6.066144,-75.397654,257.99,FALSE,-50,0.001,19.7,TTYN$IFDF@WQWZ6,End User,1/2 inch,open
WM-MDE-LCA3100,Water Meter,0.001,0.005,Colombia,6.066333,-75.397465,258.99,FALSE,-50,0.001,19.7,WFHQ$KBGA@GPLX2,End User,1/2 inch,open
WM-MDE-LCA3101,Water Meter,0.001,0.005,Colombia,6.066522,-75.397276,259.99,FALSE,-50,0.001,19.7,CLON$ASVB@MAVV5,End User,1/2 inch,open
WM-MDE-LCA3102,Water Meter,0.001,0.005,Colombia,6.066711,-75.397087,260.99,FALSE,-50,0.001,19.7,LYEK$EZZB@GNID7,End User,1/2 inch,open
WM-MDE-LCA3103,Water Meter,0.001,0.005,Colombia,6.0669,-75.396898,261.99,FALSE,-50,0.001,19.7,IAGD$BZVC@ORHZ4,End User,1/2 inch,open
WM-MDE-LCA3104,Water Meter,0.001,0.005,Colombia,6.067089,-75.396709,262.99,FALSE,-50,0.001,19.7,JRVY$GEOY@JSLZ0,End User,1/2 inch,open
WM-MDE-LCA3105,Water Meter,0.001,0.005,Colombia,6.067278,-75.39652,263.99,FALSE,-50,0.001,19.7,KUPS$JRFQ@HIBY6,End User,1/2 inch,open
WM-MDE-LCA3106,Water Meter,0.001,0.005,Colombia,6.067467,-75.396331,264.99,FALSE,-50,0.001,19.7,UOWK$HHRM@HEEK8,End User,1/2 inch,open
WM-MDE-LCA3107,Water Meter,0.001,0.005,Colombia,6.067656,-75.396142,265.99,FALSE,-50,0.001,19.7,NTNJ$XLGZ@QFMV3,End User,1/2 inch,open
WM-MDE-LCA3108,Water Meter,0.001,0.005,Colombia,6.067845,-75.395953,266.99,FALSE,-50,0.001,19.7,YUEZ$MKZF@WHIG2,End User,1/2 inch,open
WM-MDE-LCA3109,Water Meter,0.001,0.005,Colombia,6.068034,-75.395764,267.99,FALSE,-50,0.001,19.7,UUQW$YMHG@IMIF7,End User,1/2 inch,open
WM-MDE-LCA3110,Water Meter,0.001,0.005,Colombia,6.068223,-75.395575,268.99,FALSE,-50,0.001,19.7,OZUE$FJVD@VXOI5,End User,1/2 inch,open
WM-MDE-LCA3111,Water Meter,0.001,0.005,Colombia,6.068412,-75.395386,269.99,FALSE,-50,0.001,19.7,AXWR$PXHB@BABI6,End User,1/2 inch,open
WM-MDE-LCA3112,Water Meter,0.001,0.005,Colombia,6.068601,-75.395197,270.99,FALSE,-50,0.001,19.7,RQEA$KBCY@FEGK2,End User,1/2 inch,open
WM-MDE-LCA3113,Water Meter,0.001,0.005,Colombia,6.06879,-75.395008,271.99,FALSE,-50,0.001,19.7,BNRW$TSFF@KRLF2,End User,1/2 inch,open
WM-MDE-LCA3114,Water Meter,0.001,0.005,Colombia,6.068979,-75.394819,272.99,FALSE,-50,0.001,19.7,FAER$UJDW@MDQZ3,End User,1/2 inch,open
WM-MDE-LCA3115,Water Meter,0.001,0.005,Colombia,6.069168,-75.39463,273.99,FALSE,-50,0.001,19.7,BWOA$EEIH@PKBA3,End User,1/2 inch,open
WM-MDE-LCA3116,Water Meter,0.001,0.005,Colombia,6.069357,-75.394441,274.99,FALSE,-50,0.001,19.7,NFME$CHTB@VMEG4,End User,1/2 inch,open
WM-MDE-LCA3117,Water Meter,0.001,0.005,Colombia,6.069546,-75.394252,275.99,FALSE,-50,0.001,19.7,KFGZ$ZCYJ@MXUL5,End User,1/2 inch,open
WM-MDE-LCA3118,Water Meter,0.001,0.005,Colombia,6.069735,-75.394063,276.99,FALSE,-50,0.001,19.7,DWBH$XDXK@TVOK2,End User,1/2 inch,open
WM-MDE-LCA3119,Water Meter,0.001,0.005,Colombia,6.069924,-75.393874,277.99,FALSE,-50,0.001,19.7,LVUJ$ARTS@EYOU9,End User,1/2 inch,open
WM-MDE-LCA3120,Water Meter,0.001,0.005,Colombia,6.070113,-75.393685,278.99,FALSE,-50,0.001,19.7,CGLC$UBPF@JLSW8,End User,1/2 inch,open
WM-MDE-LCA3121,Water Meter,0.001,0.005,Colombia,6.070302,-75.393496,279.99,FALSE,-50,0.001,19.7,QEOC$LEFO@CZLJ4,End User,1/2 inch,open
WM-MDE-LCA3122,Water Meter,0.001,0.005,Colombia,6.070491,-75.393307,280.99,FALSE,-50,0.001,19.7,DPSA$MRRM@KODK6,End User,1/2 inch,open
WM-MDE-LCA3123,Water Meter,0.001,0.005,Colombia,6.07068,-75.393118,281.99,FALSE,-50,0.001,19.7,NBJF$LNCK@ZHDS7,End User,1/2 inch,open
WM-MDE-LCA3124,Water Meter,0.001,0.005,Colombia,6.070869,-75.392929,282.99,FALSE,-50,0.001,19.7,REHJ$GGWX@KBGT2,End User,1/2 inch,open
WM-MDE-LCA3125,Water Meter,0.001,0.005,Colombia,6.071058,-75.39274,283.99,FALSE,-50,0.001,19.7,UPIU$JEEI@CEQK6,End User,1/2 inch,open
WM-MDE-LCA3126,Water Meter,0.001,0.005,Colombia,6.071247,-75.392551,284.99,FALSE,-50,0.001,19.7,GMPZ$YCRO@BLGH5,End User,1/2 inch,open
WM-MDE-LCA3127,Water Meter,0.001,0.005,Colombia,6.071436,-75.392362,285.99,FALSE,-50,0.001,19.7,KJJR$EIQI@LOPV3,End User,1/2 inch,open
WM-MDE-LCA3128,Water Meter,0.001,0.005,Colombia,6.071625,-75.392173,286.99,FALSE,-50,0.001,19.7,HABU$WPRN@GOWD4,End User,1/2 inch,open
WM-MDE-LCA3129,Water Meter,0.001,0.005,Colombia,6.071814,-75.391984,287.99,FALSE,-50,0.001,19.7,SPNV$WIYU@CGGE3,End User,1/2 inch,open
WM-MDE-LCA3130,Water Meter,0.001,0.005,Colombia,6.072003,-75.391795,288.99,FALSE,-50,0.001,19.7,MDPB$VVER@KGKP8,End User,1/2 inch,open
WM-MDE-LCA3131,Water Meter,0.001,0.005,Colombia,6.072192,-75.391606,289.99,FALSE,-50,0.001,19.7,WTUE$VWIX@ZTZJ3,End User,1/2 inch,open
WM-MDE-LCA3132,Water Meter,0.001,0.005,Colombia,6.072381,-75.391417,290.99,FALSE,-50,0.001,19.7,LXRZ$KLIC@RJDS6,End User,1/2 inch,open
WM-MDE-LCA3133,Water Meter,0.001,0.005,Colombia,6.07257,-75.391228,291.99,FALSE,-50,0.001,19.7,RPZX$QIXP@DQEV5,End User,1/2 inch,open
WM-MDE-LCA3134,Water Meter,0.001,0.005,Colombia,6.072759,-75.391039,292.99,FALSE,-50,0.001,19.7,CWVF$MKZL@KELH2,End User,1/2 inch,open
WM-MDE-LCA3135,Water Meter,0.001,0.005,Colombia,6.072948,-75.39085,293.99,FALSE,-50,0.001,19.7,AQEM$QOQY@FEOE4,End User,1/2 inch,open
WM-MDE-LCA3136,Water Meter,0.001,0.005,Colombia,6.073137,-75.390661,294.99,FALSE,-50,0.001,19.7,EKJY$CUOF@GWLF3,End User,1/2 inch,open
WM-MDE-LCA3137,Water Meter,0.001,0.005,Colombia,6.073326,-75.390472,295.99,FALSE,-50,0.001,19.7,APTL$MQSO@TTWS9,End User,1/2 inch,open
WM-MDE-LCA3138,Water Meter,0.001,0.005,Colombia,6.073515,-75.390283,296.99,FALSE,-50,0.001,19.7,XFEU$EPWJ@FJFB2,End User,1/2 inch,open
WM-MDE-LCA3139,Water Meter,0.001,0.005,Colombia,6.073704,-75.390094,297.99,FALSE,-50,0.001,19.7,ZPXF$CKQO@JCNT2,End User,1/2 inch,open
WM-MDE-LCA3140,Water Meter,0.001,0.005,Colombia,6.073893,-75.389905,298.99,FALSE,-50,0.001,19.7,CQKB$QZJT@GCEC7,End User,1/2 inch,open
WM-MDE-LCA3141,Water Meter,0.001,0.005,Colombia,6.074082,-75.389716,299.99,FALSE,-50,0.001,19.7,ZFUQ$RYLO@WLUK8,End User,1/2 inch,open
WM-MDE-LCA3142,Water Meter,0.001,0.005,Colombia,6.074271,-75.389527,300.99,FALSE,-50,0.001,19.7,ERBR$KBSQ@MGVW1,End User,1/2 inch,open
WM-MDE-LCA3143,Water Meter,0.001,0.005,Colombia,6.07446,-75.389338,301.99,FALSE,-50,0.001,19.7,FRNC$SDQV@NVFX6,End User,1/2 inch,open
WM-MDE-LCA3144,Water Meter,0.001,0.005,Colombia,6.074649,-75.389149,302.99,FALSE,-50,0.001,19.7,JGWJ$VANI@YORC5,End User,1/2 inch,open
WM-MDE-LCA3145,Water Meter,0.001,0.005,Colombia,6.074838,-75.38896,303.99,FALSE,-50,0.001,19.7,XJUY$DGGL@MZDH6,End User,1/2 inch,open
WM-MDE-LCA3146,Water Meter,0.001,0.005,Colombia,6.075027,-75.388771,304.99,FALSE,-50,0.001,19.7,SPLI$EJWQ@OIQO8,End User,1/2 inch,open
WM-MDE-LCA3147,Water Meter,0.001,0.005,Colombia,6.075216,-75.388582,305.99,FALSE,-50,0.001,19.7,KAVZ$WBLD@IUZP0,End User,1/2 inch,open
WM-MDE-LCA3148,Water Meter,0.001,0.005,Colombia,6.075405,-75.388393,306.99,FALSE,-50,0.001,19.7,MBNZ$UYWT@YRGG8,End User,1/2 inch,open
WM-MDE-LCA3149,Water Meter,0.001,0.005,Colombia,6.075594,-75.388204,307.99,FALSE,-50,0.001,19.7,CUFM$VZAO@EPIH4,End User,1/2 inch,open
WM-MDE-LCA3150,Water Meter,0.001,0.005,Colombia,6.075783,-75.388015,308.99,FALSE,-50,0.001,19.7,IBMO$VKZM@ZTPY7,End User,1/2 inch,open
WM-MDE-LCA3151,Water Meter,0.001,0.005,Colombia,6.075972,-75.387826,309.99,FALSE,-50,0.001,19.7,SLLY$NFYI@FEPF2,End User,1/2 inch,open
WM-MDE-LCA3152,Water Meter,0.001,0.005,Colombia,6.076161,-75.387637,310.99,FALSE,-50,0.001,19.7,RYTD$GOES@QWBO6,End User,1/2 inch,open
WM-MDE-LCA3153,Water Meter,0.001,0.005,Colombia,6.07635,-75.387448,311.99,FALSE,-50,0.001,19.7,KRJF$QDWQ@RCWH5,End User,1/2 inch,open
WM-MDE-LCA3154,Water Meter,0.001,0.005,Colombia,6.076539,-75.387259,312.99,FALSE,-50,0.001,19.7,PZEW$HRXP@IMVE9,End User,1/2 inch,open
WM-MDE-LCA3155,Water Meter,0.001,0.005,Colombia,6.076728,-75.38707,313.99,FALSE,-50,0.001,19.7,OQJQ$LDOH@ESEU0,End User,1/2 inch,open
WM-MDE-LCA3156,Water Meter,0.001,0.005,Colombia,6.076917,-75.386881,314.99,FALSE,-50,0.001,19.7,XIDT$GDOO@TEOT2,End User,1/2 inch,open
WM-MDE-LCA3157,Water Meter,0.001,0.005,Colombia,6.077106,-75.386692,315.99,FALSE,-50,0.001,19.7,ZBEK$ZNQC@VVEI4,End User,1/2 inch,open
WM-MDE-LCA3158,Water Meter,0.001,0.005,Colombia,6.077295,-75.386503,316.99,FALSE,-50,0.001,19.7,UJJV$DCIZ@IFUT3,End User,1/2 inch,open
WM-MDE-LCA3159,Water Meter,0.001,0.005,Colombia,6.077484,-75.386314,317.99,FALSE,-50,0.001,19.7,ZMZI$RNDM@UREK2,End User,1/2 inch,open
WM-MDE-LCA3160,Water Meter,0.001,0.005,Colombia,6.077673,-75.386125,318.99,FALSE,-50,0.001,19.7,FHSH$YCUC@FZQS4,End User,1/2 inch,open
WM-MDE-LCA3161,Water Meter,0.001,0.005,Colombia,6.077862,-75.385936,319.99,FALSE,-50,0.001,19.7,SHND$YLXI@UOJI2,End User,1/2 inch,open
WM-MDE-LCA3162,Water Meter,0.001,0.005,Colombia,6.078051,-75.385747,320.99,FALSE,-50,0.001,19.7,CKPH$IITC@JEOX7,End User,1/2 inch,open
WM-MDE-LCA3163,Water Meter,0.001,0.005,Colombia,6.07824,-75.385558,321.99,FALSE,-50,0.001,19.7,ODBX$MYFD@EOMR3,End User,1/2 inch,open
WM-MDE-LCA3164,Water Meter,0.001,0.005,Colombia,6.078429,-75.385369,322.99,FALSE,-50,0.001,19.7,EILZ$GUNW@IXUL8,End User,1/2 inch,open
WM-MDE-LCA3165,Water Meter,0.001,0.005,Colombia,6.078618,-75.38518,323.99,FALSE,-50,0.001,19.7,BWAF$HIDM@AATG1,End User,1/2 inch,open
WM-MDE-LCA3166,Water Meter,0.001,0.005,Colombia,6.078807,-75.384991,324.99,FALSE,-50,0.001,19.7,JOXB$TCNC@NMOF4,End User,1/2 inch,open
WM-MDE-LCA3167,Water Meter,0.001,0.005,Colombia,6.078996,-75.384802,325.99,FALSE,-50,0.001,19.7,LIAH$CTKN@AOQI0,End User,1/2 inch,open
WM-MDE-LCA3168,Water Meter,0.001,0.005,Colombia,6.079185,-75.384613,326.99,FALSE,-50,0.001,19.7,IJVL$HFGG@YPOR5,End User,1/2 inch,open
WM-MDE-LCA3169,Water Meter,0.001,0.005,Colombia,6.079374,-75.384424,327.99,FALSE,-50,0.001,19.7,FPON$XSYD@NUZT9,End User,1/2 inch,open
WM-MDE-LCA3170,Water Meter,0.001,0.005,Colombia,6.079563,-75.384235,328.99,FALSE,-50,0.001,19.7,ZWBF$QJRL@VPYY2,End User,1/2 inch,open
WM-MDE-LCA3171,Water Meter,0.001,0.005,Colombia,6.079752,-75.384046,329.99,FALSE,-50,0.001,19.7,LWXS$CAZX@OVMA4,End User,1/2 inch,open
WM-MDE-LCA3172,Water Meter,0.001,0.005,Colombia,6.079941,-75.383857,330.99,FALSE,-50,0.001,19.7,UJHO$EYFV@UWFE1,End User,1/2 inch,open
WM-MDE-LCA3173,Water Meter,0.001,0.005,Colombia,6.08013,-75.383668,331.99,FALSE,-50,0.001,19.7,CIII$RFTU@VJYW7,End User,1/2 inch,open
WM-MDE-LCA3174,Water Meter,0.001,0.005,Colombia,6.080319,-75.383479,332.99,FALSE,-50,0.001,19.7,ACMJ$GJOR@IKJH1,End User,1/2 inch,open
WM-MDE-LCA3175,Water Meter,0.001,0.005,Colombia,6.080508,-75.38329,333.99,FALSE,-50,0.001,19.7,JVSV$UVQU@UALX5,End User,1/2 inch,open
WM-MDE-LCA3176,Water Meter,0.001,0.005,Colombia,6.080697,-75.383101,334.99,FALSE,-50,0.001,19.7,WZLF$LHHZ@HWEW2,End User,1/2 inch,open
WM-MDE-LCA3177,Water Meter,0.001,0.005,Colombia,6.080886,-75.382912,335.99,FALSE,-50,0.001,19.7,ROYW$SHUX@HGJH1,End User,1/2 inch,open
WM-MDE-LCA3178,Water Meter,0.001,0.005,Colombia,6.081075,-75.382723,336.99,FALSE,-50,0.001,19.7,PHVM$RVNB@QWPY1,End User,1/2 inch,open
WM-MDE-LCA3179,Water Meter,0.001,0.005,Colombia,6.081264,-75.382534,337.99,FALSE,-50,0.001,19.7,OFAP$YNIW@SPJO2,End User,1/2 inch,open
WM-MDE-LCA3180,Water Meter,0.001,0.005,Colombia,6.081453,-75.382345,338.99,FALSE,-50,0.001,19.7,GPGN$FDLR@WLNC5,End User,1/2 inch,open
WM-MDE-LCA3181,Water Meter,0.001,0.005,Colombia,6.081642,-75.382156,339.99,FALSE,-50,0.001,19.7,BSMO$RKMQ@PIDP0,End User,1/2 inch,open
WM-MDE-LCA3182,Water Meter,0.001,0.005,Colombia,6.081831,-75.381967,340.99,FALSE,-50,0.001,19.7,KLAG$DLAS@MWFI2,End User,1/2 inch,open
WM-MDE-LCA3183,Water Meter,0.001,0.005,Colombia,6.08202,-75.381778,341.99,FALSE,-50,0.001,19.7,JUMO$FGGJ@RNSZ6,End User,1/2 inch,open
WM-MDE-LCA3184,Water Meter,0.001,0.005,Colombia,6.082209,-75.381589,342.99,FALSE,-50,0.001,19.7,LEEB$TJJS@DDLM3,End User,1/2 inch,open
WM-MDE-LCA3185,Water Meter,0.001,0.005,Colombia,6.082398,-75.3814,343.99,FALSE,-50,0.001,19.7,SMGJ$QWKH@OZAF2,End User,1/2 inch,open
WM-MDE-LCA3186,Water Meter,0.001,0.005,Colombia,6.082587,-75.381211,344.99,FALSE,-50,0.001,19.7,SEXT$NVNU@HNYC5,End User,1/2 inch,open
WM-MDE-LCA3187,Water Meter,0.001,0.005,Colombia,6.082776,-75.381022,345.99,FALSE,-50,0.001,19.7,BIOF$ZDDF@JZJA5,End User,1/2 inch,open
WM-MDE-LCA3188,Water Meter,0.001,0.005,Colombia,6.082965,-75.380833,346.99,FALSE,-50,0.001,19.7,IQTI$PJCX@CAOJ5,End User,1/2 inch,open
WM-MDE-LCA3189,Water Meter,0.001,0.005,Colombia,6.083154,-75.380644,347.99,FALSE,-50,0.001,19.7,HVOU$KFFA@ZGOU2,End User,1/2 inch,open
WM-MDE-LCA3190,Water Meter,0.001,0.005,Colombia,6.083343,-75.380455,348.99,FALSE,-50,0.001,19.7,FSMT$HPYR@DCHJ0,End User,1/2 inch,open
WM-MDE-LCA3191,Water Meter,0.001,0.005,Colombia,6.083532,-75.380266,349.99,FALSE,-50,0.001,19.7,FLFG$RUCU@RRFF5,End User,1/2 inch,open
WM-MDE-LCA3192,Water Meter,0.001,0.005,Colombia,6.083721,-75.380077,350.99,FALSE,-50,0.001,19.7,YRKF$CSBV@JKIT7,End User,1/2 inch,open
WM-MDE-LCA3193,Water Meter,0.001,0.005,Colombia,6.08391,-75.379888,351.99,FALSE,-50,0.001,19.7,IXPL$WPHZ@DVWD4,End User,1/2 inch,open
WM-MDE-LCA3194,Water Meter,0.001,0.005,Colombia,6.084099,-75.379699,352.99,FALSE,-50,0.001,19.7,COWR$YKYN@RLBP2,End User,1/2 inch,open
WM-MDE-LCA3195,Water Meter,0.001,0.005,Colombia,6.084288,-75.37951,353.99,FALSE,-50,0.001,19.7,ZWAG$NSSJ@NFSY2,End User,1/2 inch,open
